origin,dest,year,asylum_apps
PER,AUS,2023,31
PER,AUT,2023,12
PER,BEL,2018,10
PER,BEL,2019,8
PER,BEL,2020,32
PER,BEL,2021,55
PER,BEL,2022,109
PER,BEL,2023,243
PER,BOL,2008,5
PER,BOL,2010,5
PER,BOL,2020,21
PER,BOL,2022,5
PER,BOL,2023,5
PER,BRA,2010,6
PER,BRA,2011,12
PER,BRA,2013,6
PER,BRA,2014,7
PER,BRA,2015,5
PER,BRA,2016,5
PER,BRA,2017,33
PER,BRA,2018,53
PER,BRA,2019,49
PER,BRA,2020,79
PER,BRA,2021,23
PER,BRA,2022,268
PER,BRA,2023,402
PER,CAN,2008,194
PER,CAN,2009,138
PER,CAN,2010,94
PER,CAN,2011,106
PER,CAN,2012,86
PER,CAN,2013,19
PER,CAN,2014,22
PER,CAN,2015,52
PER,CAN,2016,57
PER,CAN,2017,83
PER,CAN,2018,144
PER,CAN,2019,203
PER,CAN,2020,62
PER,CAN,2021,100
PER,CAN,2022,1024
PER,CAN,2023,1057
PER,CHE,2018,5
PER,CHE,2021,5
PER,CHE,2022,8
PER,CHE,2023,35
PER,CHL,2008,8
PER,CHL,2010,5
PER,CHL,2016,13
PER,CHL,2017,5
PER,CHL,2021,36
PER,CHL,2023,50
PER,COL,2010,5
PER,COL,2011,5
PER,COL,2012,10
PER,COL,2022,10
PER,CRI,2008,6
PER,CRI,2009,5
PER,CRI,2011,6
PER,CRI,2016,5
PER,CRI,2018,5
PER,CRI,2020,7
PER,CRI,2021,47
PER,CRI,2022,49
PER,CRI,2023,32
PER,DEU,2008,6
PER,DEU,2010,5
PER,DEU,2011,5
PER,DEU,2012,6
PER,DEU,2013,5
PER,DEU,2014,5
PER,DEU,2015,5
PER,DEU,2017,6
PER,DEU,2019,12
PER,DEU,2020,16
PER,DEU,2021,17
PER,DEU,2022,102
PER,DEU,2023,303
PER,DNK,2020,5
PER,DNK,2023,5
PER,ECU,2008,2109
PER,ECU,2009,1438
PER,ECU,2010,999
PER,ECU,2011,91
PER,ECU,2012,53
PER,ECU,2013,21
PER,ECU,2017,19
PER,ECU,2018,6
PER,ECU,2019,18
PER,ECU,2020,16
PER,ECU,2021,32
PER,ECU,2023,13
PER,ESP,2008,5
PER,ESP,2009,5
PER,ESP,2010,5
PER,ESP,2012,5
PER,ESP,2013,7
PER,ESP,2014,6
PER,ESP,2015,11
PER,ESP,2016,32
PER,ESP,2017,198
PER,ESP,2018,532
PER,ESP,2019,3989
PER,ESP,2020,5162
PER,ESP,2021,2356
PER,ESP,2022,8937
PER,ESP,2023,14308
PER,FIN,2019,5
PER,FIN,2022,5
PER,FIN,2023,9
PER,FRA,2008,125
PER,FRA,2009,159
PER,FRA,2010,150
PER,FRA,2011,122
PER,FRA,2012,170
PER,FRA,2013,105
PER,FRA,2014,87
PER,FRA,2015,107
PER,FRA,2016,98
PER,FRA,2017,21
PER,FRA,2018,174
PER,FRA,2019,175
PER,FRA,2020,110
PER,FRA,2021,213
PER,FRA,2022,449
PER,FRA,2023,442
PER,GBR,2009,6
PER,GBR,2013,5
PER,GBR,2020,7
PER,GBR,2021,5
PER,GBR,2022,11
PER,GBR,2023,77
PER,GRC,2015,5
PER,GRC,2019,5
PER,GRC,2020,5
PER,GRC,2021,5
PER,GRC,2022,5
PER,HKG,2011,5
PER,ISL,2019,5
PER,ISL,2023,14
PER,ISR,2020,8
PER,ISR,2022,11
PER,ISR,2023,16
PER,ITA,2008,10
PER,ITA,2009,20
PER,ITA,2010,5
PER,ITA,2012,19
PER,ITA,2013,13
PER,ITA,2014,19
PER,ITA,2015,33
PER,ITA,2016,42
PER,ITA,2017,119
PER,ITA,2018,584
PER,ITA,2019,2427
PER,ITA,2020,735
PER,ITA,2021,612
PER,ITA,2022,2999
PER,ITA,2023,7528
PER,JPN,2010,5
PER,JPN,2011,5
PER,JPN,2012,10
PER,JPN,2014,10
PER,JPN,2015,10
PER,KOR,2017,5
PER,KOR,2018,5
PER,KOR,2019,9
PER,KOR,2020,5
PER,LUX,2023,10
PER,MEX,2009,8
PER,MEX,2010,5
PER,MEX,2015,5
PER,MEX,2017,5
PER,MEX,2018,7
PER,MEX,2019,25
PER,MEX,2020,51
PER,MEX,2021,112
PER,MEX,2022,338
PER,MEX,2023,173
PER,MLT,2019,5
PER,MLT,2020,5
PER,MLT,2023,5
PER,NLD,2008,5
PER,NLD,2016,5
PER,NLD,2019,11
PER,NLD,2020,7
PER,NLD,2021,6
PER,NLD,2022,19
PER,NLD,2023,63
PER,NOR,2013,10
PER,NOR,2017,10
PER,NOR,2018,5
PER,NOR,2019,16
PER,NOR,2020,12
PER,NOR,2023,7
PER,PAN,2011,5
PER,PAN,2015,5
PER,PAN,2017,5
PER,PAN,2018,5
PER,PRT,2023,20
PER,PRY,2019,5
PER,PRY,2020,5
PER,PRY,2021,19
PER,PRY,2022,18
PER,PRY,2023,9
PER,SWE,2008,33
PER,SWE,2009,41
PER,SWE,2010,27
PER,SWE,2011,20
PER,SWE,2012,5
PER,SWE,2013,10
PER,SWE,2014,27
PER,SWE,2015,12
PER,SWE,2016,32
PER,SWE,2017,118
PER,SWE,2018,202
PER,SWE,2019,412
PER,SWE,2020,223
PER,SWE,2021,61
PER,SWE,2022,487
PER,SWE,2023,519
PER,TTO,2020,5
PER,TTO,2022,5
PER,URY,2013,6
PER,URY,2020,5
PER,URY,2021,37
PER,URY,2022,26
PER,URY,2023,33
PER,USA,2008,151
PER,USA,2009,136
PER,USA,2010,191
PER,USA,2011,266
PER,USA,2012,288
PER,USA,2013,284
PER,USA,2014,429
PER,USA,2015,509
PER,USA,2016,826
PER,USA,2017,851
PER,USA,2018,991
PER,USA,2019,1004
PER,USA,2020,618
PER,USA,2021,673
PER,USA,2022,5701
PER,USA,2023,44816
PRY,ARG,2009,5
PRY,ARG,2010,5
PRY,ARG,2012,5
PRY,ARG,2015,5
PRY,ARG,2020,12
PRY,ARG,2021,8
PRY,ARG,2023,11
PRY,BEL,2022,5
PRY,BEL,2023,9
PRY,BRA,2011,7
PRY,BRA,2015,23
PRY,BRA,2017,23
PRY,BRA,2018,33
PRY,BRA,2019,52
PRY,BRA,2020,36
PRY,BRA,2021,5
PRY,BRA,2022,20
PRY,BRA,2023,26
PRY,CAN,2008,6
PRY,CAN,2009,5
PRY,CAN,2010,6
PRY,CAN,2011,5
PRY,CAN,2018,7
PRY,CAN,2019,5
PRY,CAN,2021,5
PRY,CAN,2022,7
PRY,CAN,2023,6
PRY,DEU,2015,5
PRY,DEU,2019,7
PRY,DEU,2022,5
PRY,DEU,2023,10
PRY,ESP,2008,5
PRY,ESP,2010,5
PRY,ESP,2012,5
PRY,ESP,2015,5
PRY,ESP,2016,12
PRY,ESP,2017,13
PRY,ESP,2018,60
PRY,ESP,2019,350
PRY,ESP,2020,367
PRY,ESP,2021,241
PRY,ESP,2022,703
PRY,ESP,2023,1005
PRY,FIN,2019,5
PRY,FRA,2012,5
PRY,FRA,2021,10
PRY,FRA,2022,5
PRY,GBR,2023,5
PRY,GRC,2013,5
PRY,GRC,2019,5
PRY,GRC,2020,5
PRY,GRC,2023,5
PRY,IRL,2023,5
PRY,ITA,2015,5
PRY,ITA,2016,5
PRY,ITA,2017,5
PRY,ITA,2018,17
PRY,ITA,2019,12
PRY,ITA,2021,9
PRY,ITA,2022,22
PRY,ITA,2023,64
PRY,MEX,2022,10
PRY,MEX,2023,5
PRY,SWE,2008,6
PRY,SWE,2010,10
PRY,SWE,2022,10
PRY,URY,2017,6
PRY,URY,2019,5
PRY,URY,2021,5
PRY,URY,2023,5
PRY,USA,2009,10
PRY,USA,2010,5
PRY,USA,2011,5
PRY,USA,2012,10
PRY,USA,2013,14
PRY,USA,2014,12
PRY,USA,2015,7
PRY,USA,2016,19
PRY,USA,2017,20
PRY,USA,2018,17
PRY,USA,2019,30
PRY,USA,2020,23
PRY,USA,2021,11
PRY,USA,2022,44
PRY,USA,2023,111
SLV,ARG,2010,5
SLV,ARG,2011,8
SLV,ARG,2015,5
SLV,ARG,2016,10
SLV,ARG,2017,15
SLV,ARG,2018,19
SLV,ARG,2019,14
SLV,ARG,2020,6
SLV,ARG,2021,5
SLV,ARG,2022,5
SLV,AUS,2008,5
SLV,AUS,2010,204
SLV,AUS,2011,13
SLV,AUS,2015,7
SLV,AUS,2016,18
SLV,AUS,2017,12
SLV,AUS,2020,9
SLV,AUS,2021,5
SLV,AUS,2022,13
SLV,AUS,2023,5
SLV,AUT,2013,5
SLV,BEL,2011,29
SLV,BEL,2012,23
SLV,BEL,2013,8
SLV,BEL,2014,38
SLV,BEL,2015,74
SLV,BEL,2016,76
SLV,BEL,2017,120
SLV,BEL,2018,230
SLV,BEL,2019,474
SLV,BEL,2020,538
SLV,BEL,2021,470
SLV,BEL,2022,654
SLV,BEL,2023,397
SLV,BLZ,2009,5
SLV,BLZ,2010,21
SLV,BLZ,2011,20
SLV,BLZ,2012,41
SLV,BLZ,2013,28
SLV,BLZ,2014,68
SLV,BLZ,2015,440
SLV,BLZ,2016,1145
SLV,BLZ,2017,383
SLV,BLZ,2018,312
SLV,BLZ,2019,367
SLV,BLZ,2020,59
SLV,BLZ,2021,31
SLV,BLZ,2022,93
SLV,BLZ,2023,102
SLV,BRA,2014,9
SLV,BRA,2016,5
SLV,BRA,2017,13
SLV,BRA,2018,5
SLV,BRA,2019,6
SLV,BRA,2020,10
SLV,BRA,2022,12
SLV,BRA,2023,9
SLV,CAN,2008,587
SLV,CAN,2009,528
SLV,CAN,2010,511
SLV,CAN,2011,460
SLV,CAN,2012,368
SLV,CAN,2013,109
SLV,CAN,2014,135
SLV,CAN,2015,194
SLV,CAN,2016,244
SLV,CAN,2017,702
SLV,CAN,2018,556
SLV,CAN,2019,470
SLV,CAN,2020,93
SLV,CAN,2021,140
SLV,CAN,2022,323
SLV,CAN,2023,209
SLV,CHE,2017,17
SLV,CHE,2018,7
SLV,CHE,2019,10
SLV,CHE,2020,14
SLV,CHE,2022,14
SLV,CHE,2023,14
SLV,CHL,2011,5
SLV,CHL,2014,5
SLV,CHL,2015,7
SLV,CHL,2016,14
SLV,CHL,2018,8
SLV,COL,2009,7
SLV,COL,2015,5
SLV,CRI,2008,21
SLV,CRI,2009,49
SLV,CRI,2010,43
SLV,CRI,2011,70
SLV,CRI,2012,148
SLV,CRI,2013,163
SLV,CRI,2014,383
SLV,CRI,2015,920
SLV,CRI,2016,1731
SLV,CRI,2017,2016
SLV,CRI,2018,1506
SLV,CRI,2019,1356
SLV,CRI,2020,418
SLV,CRI,2021,587
SLV,CRI,2022,538
SLV,CRI,2023,79
SLV,DEU,2011,5
SLV,DEU,2014,9
SLV,DEU,2016,15
SLV,DEU,2017,35
SLV,DEU,2018,22
SLV,DEU,2019,79
SLV,DEU,2020,44
SLV,DEU,2021,78
SLV,DEU,2022,207
SLV,DEU,2023,254
SLV,DNK,2015,5
SLV,DNK,2016,5
SLV,DNK,2017,5
SLV,DNK,2018,14
SLV,ECU,2013,11
SLV,ECU,2017,11
SLV,ECU,2018,15
SLV,ECU,2019,10
SLV,ESP,2008,6
SLV,ESP,2009,12
SLV,ESP,2010,35
SLV,ESP,2011,21
SLV,ESP,2012,36
SLV,ESP,2013,23
SLV,ESP,2014,59
SLV,ESP,2015,136
SLV,ESP,2016,444
SLV,ESP,2017,1143
SLV,ESP,2018,2311
SLV,ESP,2019,4784
SLV,ESP,2020,2521
SLV,ESP,2021,859
SLV,ESP,2022,1501
SLV,ESP,2023,1377
SLV,FIN,2013,5
SLV,FIN,2015,5
SLV,FIN,2018,5
SLV,FIN,2019,10
SLV,FIN,2022,14
SLV,FIN,2023,5
SLV,FRA,2011,7
SLV,FRA,2012,5
SLV,FRA,2014,5
SLV,FRA,2015,20
SLV,FRA,2016,11
SLV,FRA,2017,5
SLV,FRA,2018,79
SLV,FRA,2019,38
SLV,FRA,2020,29
SLV,FRA,2021,40
SLV,FRA,2022,70
SLV,FRA,2023,49
SLV,GBR,2012,8
SLV,GBR,2013,20
SLV,GBR,2014,29
SLV,GBR,2015,31
SLV,GBR,2016,104
SLV,GBR,2017,95
SLV,GBR,2018,233
SLV,GBR,2019,1328
SLV,GBR,2020,1143
SLV,GBR,2021,1452
SLV,GBR,2022,1474
SLV,GBR,2023,117
SLV,GRC,2009,5
SLV,GRC,2012,5
SLV,GRC,2015,12
SLV,GRC,2017,6
SLV,GRC,2023,5
SLV,GTM,2010,5
SLV,GTM,2011,7
SLV,GTM,2012,8
SLV,GTM,2013,18
SLV,GTM,2014,49
SLV,GTM,2015,24
SLV,GTM,2016,66
SLV,GTM,2017,93
SLV,GTM,2018,78
SLV,GTM,2019,117
SLV,GTM,2020,140
SLV,GTM,2021,347
SLV,GTM,2022,263
SLV,GTM,2023,188
SLV,HND,2014,5
SLV,HND,2015,5
SLV,HND,2016,9
SLV,HND,2017,8
SLV,HND,2018,7
SLV,HND,2019,7
SLV,HND,2020,6
SLV,HND,2022,14
SLV,HND,2023,5
SLV,IRL,2018,5
SLV,IRL,2019,18
SLV,IRL,2020,21
SLV,IRL,2021,42
SLV,IRL,2022,177
SLV,IRL,2023,166
SLV,ISL,2016,7
SLV,ISL,2017,7
SLV,ISL,2019,5
SLV,ISL,2021,5
SLV,ISL,2022,8
SLV,ISL,2023,15
SLV,ITA,2008,8
SLV,ITA,2009,23
SLV,ITA,2010,44
SLV,ITA,2011,10
SLV,ITA,2012,35
SLV,ITA,2013,44
SLV,ITA,2014,105
SLV,ITA,2015,209
SLV,ITA,2016,1058
SLV,ITA,2017,1303
SLV,ITA,2018,1692
SLV,ITA,2019,2511
SLV,ITA,2020,1049
SLV,ITA,2021,649
SLV,ITA,2022,1221
SLV,ITA,2023,1003
SLV,LUX,2022,9
SLV,MEX,2008,51
SLV,MEX,2009,119
SLV,MEX,2010,159
SLV,MEX,2011,181
SLV,MEX,2012,200
SLV,MEX,2013,308
SLV,MEX,2014,418
SLV,MEX,2015,1475
SLV,MEX,2016,3488
SLV,MEX,2017,3708
SLV,MEX,2018,6186
SLV,MEX,2019,8999
SLV,MEX,2020,4053
SLV,MEX,2021,6037
SLV,MEX,2022,7806
SLV,MEX,2023,6118
SLV,NIC,2010,5
SLV,NIC,2011,5
SLV,NIC,2012,21
SLV,NIC,2013,50
SLV,NIC,2014,105
SLV,NIC,2015,99
SLV,NIC,2016,193
SLV,NIC,2017,98
SLV,NLD,2011,5
SLV,NLD,2013,7
SLV,NLD,2016,19
SLV,NLD,2017,14
SLV,NLD,2018,9
SLV,NLD,2019,34
SLV,NLD,2020,28
SLV,NLD,2021,33
SLV,NLD,2022,80
SLV,NLD,2023,22
SLV,NOR,2010,5
SLV,NOR,2011,32
SLV,NOR,2012,13
SLV,NOR,2013,8
SLV,NOR,2014,25
SLV,NOR,2015,20
SLV,NOR,2016,16
SLV,NOR,2017,19
SLV,NOR,2018,10
SLV,NOR,2020,5
SLV,NOR,2021,10
SLV,NOR,2022,10
SLV,NOR,2023,8
SLV,NZL,2011,5
SLV,PAN,2010,5
SLV,PAN,2011,5
SLV,PAN,2012,16
SLV,PAN,2013,6
SLV,PAN,2014,46
SLV,PAN,2015,155
SLV,PAN,2016,703
SLV,PAN,2017,356
SLV,PAN,2018,410
SLV,PAN,2019,219
SLV,PAN,2020,14
SLV,PAN,2021,18
SLV,PAN,2022,33
SLV,PAN,2023,5
SLV,PER,2012,5
SLV,PER,2013,5
SLV,PER,2018,5
SLV,PER,2019,5
SLV,PRT,2022,5
SLV,PRY,2017,6
SLV,SWE,2008,117
SLV,SWE,2009,97
SLV,SWE,2010,83
SLV,SWE,2011,122
SLV,SWE,2012,62
SLV,SWE,2013,78
SLV,SWE,2014,139
SLV,SWE,2015,201
SLV,SWE,2016,321
SLV,SWE,2017,368
SLV,SWE,2018,390
SLV,SWE,2019,564
SLV,SWE,2020,265
SLV,SWE,2021,87
SLV,SWE,2022,225
SLV,SWE,2023,207
SLV,URY,2012,5
SLV,URY,2014,5
SLV,URY,2018,29
SLV,URY,2019,9
SLV,URY,2023,7
SLV,USA,2008,2789
SLV,USA,2009,2366
SLV,USA,2010,2685
SLV,USA,2011,4324
SLV,USA,2012,4587
SLV,USA,2013,5692
SLV,USA,2014,10093
SLV,USA,2015,18883
SLV,USA,2016,33620
SLV,USA,2017,49726
SLV,USA,2018,35816
SLV,USA,2019,36005
SLV,USA,2020,24801
SLV,USA,2021,15924
SLV,USA,2022,27994
SLV,USA,2023,25193
SUR,BEL,2009,5
SUR,BEL,2010,6
SUR,BEL,2011,16
SUR,BEL,2012,15
SUR,BEL,2013,5
SUR,BEL,2014,5
SUR,BEL,2015,5
SUR,BEL,2016,10
SUR,BEL,2017,5
SUR,BEL,2018,10
SUR,BEL,2019,13
SUR,BEL,2020,44
SUR,BEL,2021,15
SUR,BEL,2022,35
SUR,BEL,2023,53
SUR,BRA,2017,6
SUR,BRA,2019,5
SUR,BRA,2020,5
SUR,BRA,2022,10
SUR,BRA,2023,13
SUR,CAN,2008,5
SUR,CAN,2018,7
SUR,CAN,2021,5
SUR,CAN,2022,10
SUR,CAN,2023,6
SUR,CHE,2012,8
SUR,DEU,2021,5
SUR,FRA,2012,33
SUR,FRA,2013,21
SUR,FRA,2014,22
SUR,FRA,2015,22
SUR,FRA,2016,15
SUR,FRA,2017,5
SUR,FRA,2018,6
SUR,FRA,2019,27
SUR,FRA,2020,29
SUR,FRA,2021,21
SUR,FRA,2022,19
SUR,JOR,2017,7
SUR,LBN,2012,5
SUR,LBN,2013,9
SUR,MEX,2022,15
SUR,MEX,2023,12
SUR,NLD,2009,10
SUR,NLD,2010,5
SUR,NLD,2011,5
SUR,NLD,2012,11
SUR,NLD,2013,5
SUR,NLD,2014,5
SUR,NLD,2015,5
SUR,NLD,2016,8
SUR,NLD,2017,6
SUR,NLD,2018,5
SUR,NLD,2019,5
SUR,NLD,2020,17
SUR,NLD,2021,5
SUR,NLD,2022,9
SUR,NLD,2023,8
SUR,URY,2023,5
SUR,USA,2008,5
SUR,USA,2010,5
SUR,USA,2011,10
SUR,USA,2012,5
SUR,USA,2014,5
SUR,USA,2017,5
SUR,USA,2018,5
SUR,USA,2019,13
SUR,USA,2020,5
SUR,USA,2021,5
SUR,USA,2022,8
SUR,USA,2023,29
TTO,BEL,2022,8
TTO,BEL,2023,5
TTO,BRA,2019,5
TTO,BRA,2022,6
TTO,BRA,2023,14
TTO,BRB,2018,5
TTO,CAN,2008,136
TTO,CAN,2009,96
TTO,CAN,2010,44
TTO,CAN,2011,58
TTO,CAN,2012,28
TTO,CAN,2013,17
TTO,CAN,2014,29
TTO,CAN,2015,18
TTO,CAN,2016,7
TTO,CAN,2017,15
TTO,CAN,2018,32
TTO,CAN,2019,34
TTO,CAN,2020,5
TTO,CAN,2021,23
TTO,CAN,2022,76
TTO,CAN,2023,94
TTO,DEU,2016,5
TTO,DEU,2018,5
TTO,DEU,2019,5
TTO,DEU,2020,6
TTO,DEU,2023,6
TTO,ESP,2017,5
TTO,ESP,2022,6
TTO,GBR,2008,22
TTO,GBR,2009,37
TTO,GBR,2010,15
TTO,GBR,2011,22
TTO,GBR,2012,29
TTO,GBR,2013,40
TTO,GBR,2014,36
TTO,GBR,2015,38
TTO,GBR,2016,48
TTO,GBR,2017,65
TTO,GBR,2018,53
TTO,GBR,2019,88
TTO,GBR,2020,51
TTO,GBR,2021,59
TTO,GBR,2022,155
TTO,GBR,2023,320
TTO,IRL,2019,5
TTO,IRL,2022,5
TTO,MEX,2021,5
TTO,MEX,2022,7
TTO,MEX,2023,5
TTO,NLD,2011,5
TTO,NLD,2013,5
TTO,NLD,2014,8
TTO,NLD,2015,9
TTO,NLD,2016,22
TTO,NLD,2017,33
TTO,NLD,2018,18
TTO,NLD,2019,13
TTO,NLD,2020,5
TTO,NLD,2021,14
TTO,NLD,2022,19
TTO,NLD,2023,7
TTO,SWE,2015,5
TTO,SWE,2023,6
TTO,USA,2008,43
TTO,USA,2009,48
TTO,USA,2010,50
TTO,USA,2011,88
TTO,USA,2012,76
TTO,USA,2013,43
TTO,USA,2014,52
TTO,USA,2015,47
TTO,USA,2016,57
TTO,USA,2017,81
TTO,USA,2018,72
TTO,USA,2019,78
TTO,USA,2020,47
TTO,USA,2021,72
TTO,USA,2022,60
TTO,USA,2023,95
URY,ARG,2010,5
URY,AUS,2015,5
URY,AUS,2017,5
URY,AUS,2022,6
URY,BRA,2016,5
URY,BRA,2017,10
URY,BRA,2018,9
URY,BRA,2019,8
URY,BRA,2020,5
URY,BRA,2022,12
URY,BRA,2023,16
URY,CAN,2008,27
URY,CAN,2009,18
URY,CAN,2010,17
URY,CAN,2011,21
URY,CAN,2012,5
URY,CAN,2015,5
URY,CAN,2017,6
URY,CAN,2018,8
URY,CAN,2019,9
URY,CAN,2021,11
URY,CAN,2022,15
URY,CAN,2023,19
URY,CRI,2021,5
URY,CRI,2022,5
URY,DEU,2016,5
URY,ESP,2016,5
URY,ESP,2017,13
URY,ESP,2018,25
URY,ESP,2019,105
URY,ESP,2020,157
URY,ESP,2021,127
URY,ESP,2022,103
URY,ESP,2023,187
URY,IRL,2023,5
URY,ITA,2011,5
URY,ITA,2017,5
URY,ITA,2019,5
URY,ITA,2020,11
URY,ITA,2021,11
URY,ITA,2022,6
URY,ITA,2023,7
URY,MEX,2017,5
URY,MEX,2019,13
URY,MEX,2020,9
URY,MEX,2021,59
URY,MEX,2022,41
URY,MEX,2023,19
URY,NZL,2018,5
URY,NZL,2020,5
URY,NZL,2021,5
URY,NZL,2023,10
URY,PER,2018,5
URY,PRY,2021,6
URY,SWE,2016,5
URY,SWE,2017,5
URY,SWE,2019,5
URY,USA,2008,14
URY,USA,2009,5
URY,USA,2010,20
URY,USA,2011,15
URY,USA,2012,15
URY,USA,2013,8
URY,USA,2014,19
URY,USA,2015,18
URY,USA,2016,33
URY,USA,2017,42
URY,USA,2018,33
URY,USA,2019,42
URY,USA,2020,29
URY,USA,2021,25
URY,USA,2022,148
URY,USA,2023,201
VCT,AUS,2016,5
VCT,CAN,2008,498
VCT,CAN,2009,651
VCT,CAN,2010,710
VCT,CAN,2011,682
VCT,CAN,2012,353
VCT,CAN,2013,74
VCT,CAN,2014,55
VCT,CAN,2015,50
VCT,CAN,2016,24
VCT,CAN,2017,30
VCT,CAN,2018,20
VCT,CAN,2019,32
VCT,CAN,2020,12
VCT,CAN,2021,27
VCT,CAN,2022,38
VCT,CAN,2023,42
VCT,FRA,2019,5
VCT,GBR,2009,5
VCT,GBR,2010,5
VCT,GBR,2011,10
VCT,GBR,2012,5
VCT,GBR,2013,5
VCT,GBR,2014,7
VCT,GBR,2015,10
VCT,GBR,2016,23
VCT,GBR,2017,12
VCT,GBR,2018,23
VCT,GBR,2019,14
VCT,GBR,2020,14
VCT,GBR,2021,21
VCT,GBR,2022,32
VCT,GBR,2023,79
VCT,TTO,2022,5
VCT,USA,2012,10
VCT,USA,2014,5
VCT,USA,2016,5
VCT,USA,2017,5
VCT,USA,2019,5
VCT,USA,2022,5
VCT,USA,2023,5
VEN,ABW,2016,5
VEN,ABW,2017,144
VEN,ABW,2018,381
VEN,ALB,2017,5
VEN,ARG,2009,5
VEN,ARG,2014,5
VEN,ARG,2016,57
VEN,ARG,2017,140
VEN,ARG,2018,883
VEN,ARG,2019,2162
VEN,ARG,2020,1159
VEN,ARG,2021,1904
VEN,ARG,2022,173
VEN,ARG,2023,129
VEN,AUS,2009,7
VEN,AUS,2013,5
VEN,AUS,2014,9
VEN,AUS,2015,23
VEN,AUS,2016,19
VEN,AUS,2017,71
VEN,AUS,2018,76
VEN,AUS,2019,207
VEN,AUS,2020,151
VEN,AUS,2021,39
VEN,AUS,2022,56
VEN,AUS,2023,53
VEN,AUT,2015,5
VEN,AUT,2016,12
VEN,AUT,2017,17
VEN,AUT,2018,9
VEN,AUT,2019,25
VEN,AUT,2020,34
VEN,AUT,2021,26
VEN,AUT,2022,71
VEN,AUT,2023,61
VEN,BEL,2010,5
VEN,BEL,2011,10
VEN,BEL,2014,22
VEN,BEL,2015,19
VEN,BEL,2016,45
VEN,BEL,2017,190
VEN,BEL,2018,410
VEN,BEL,2019,333
VEN,BEL,2020,193
VEN,BEL,2021,195
VEN,BEL,2022,425
VEN,BEL,2023,508
VEN,BGR,2020,5
VEN,BGR,2023,5
VEN,BOL,2019,870
VEN,BOL,2020,841
VEN,BOL,2021,21
VEN,BOL,2023,5
VEN,BRA,2010,5
VEN,BRA,2011,8
VEN,BRA,2013,10
VEN,BRA,2014,122
VEN,BRA,2015,868
VEN,BRA,2016,3375
VEN,BRA,2017,17865
VEN,BRA,2018,61621
VEN,BRA,2019,48456
VEN,BRA,2020,13011
VEN,BRA,2021,4731
VEN,BRA,2022,34073
VEN,BRA,2023,29327
VEN,BRB,2019,5
VEN,CAN,2008,170
VEN,CAN,2009,180
VEN,CAN,2010,149
VEN,CAN,2011,111
VEN,CAN,2012,99
VEN,CAN,2013,31
VEN,CAN,2014,164
VEN,CAN,2015,283
VEN,CAN,2016,566
VEN,CAN,2017,1263
VEN,CAN,2018,1351
VEN,CAN,2019,1298
VEN,CAN,2020,331
VEN,CAN,2021,553
VEN,CAN,2022,2022
VEN,CAN,2023,3100
VEN,CHE,2013,5
VEN,CHE,2016,5
VEN,CHE,2017,24
VEN,CHE,2018,42
VEN,CHE,2019,41
VEN,CHE,2020,13
VEN,CHE,2021,45
VEN,CHE,2022,45
VEN,CHE,2023,72
VEN,CHL,2015,14
VEN,CHL,2016,246
VEN,CHL,2017,1345
VEN,CHL,2018,1666
VEN,CHL,2019,226
VEN,CHL,2020,394
VEN,CHL,2021,2065
VEN,CHL,2022,3430
VEN,CHL,2023,2266
VEN,COL,2008,8
VEN,COL,2009,12
VEN,COL,2010,6
VEN,COL,2011,11
VEN,COL,2012,10
VEN,COL,2013,26
VEN,COL,2014,52
VEN,COL,2015,138
VEN,COL,2016,316
VEN,COL,2017,582
VEN,COL,2018,2592
VEN,COL,2019,10479
VEN,COL,2020,11832
VEN,COL,2021,15811
VEN,COL,2022,5184
VEN,COL,2023,5613
VEN,CRI,2008,65
VEN,CRI,2009,53
VEN,CRI,2010,56
VEN,CRI,2011,40
VEN,CRI,2012,13
VEN,CRI,2013,31
VEN,CRI,2014,140
VEN,CRI,2015,319
VEN,CRI,2016,1545
VEN,CRI,2017,3344
VEN,CRI,2018,3075
VEN,CRI,2019,2989
VEN,CRI,2020,1009
VEN,CRI,2021,3252
VEN,CRI,2022,5779
VEN,CRI,2023,1983
VEN,CUW,2015,5
VEN,CUW,2016,13
VEN,CUW,2017,663
VEN,CUW,2018,14
VEN,CUW,2019,39
VEN,CYP,2019,5
VEN,CZE,2018,6
VEN,CZE,2019,33
VEN,CZE,2020,6
VEN,CZE,2021,5
VEN,CZE,2022,5
VEN,CZE,2023,18
VEN,DEU,2008,5
VEN,DEU,2009,5
VEN,DEU,2012,5
VEN,DEU,2013,8
VEN,DEU,2014,7
VEN,DEU,2015,20
VEN,DEU,2016,88
VEN,DEU,2017,208
VEN,DEU,2018,604
VEN,DEU,2019,732
VEN,DEU,2020,574
VEN,DEU,2021,590
VEN,DEU,2022,2619
VEN,DEU,2023,5290
VEN,DNK,2010,5
VEN,DNK,2012,5
VEN,DNK,2016,8
VEN,DNK,2017,12
VEN,DNK,2018,23
VEN,DNK,2019,15
VEN,DNK,2020,13
VEN,DNK,2021,5
VEN,DNK,2022,10
VEN,DNK,2023,5
VEN,DOM,2016,19
VEN,DOM,2017,32
VEN,DOM,2018,22
VEN,DOM,2019,179
VEN,DOM,2020,47
VEN,DOM,2021,5
VEN,DOM,2022,1286
VEN,DOM,2023,611
VEN,ECU,2008,6
VEN,ECU,2009,15
VEN,ECU,2010,36
VEN,ECU,2011,13
